Model,Accuracy,Loss,Params (M),FLOPs (G),Inference Time (ms),Mean AUC,Training Time (s)
ViT,86.27,0.4557791729927063,4.02817,0.523680164,27.591451813903035,0.9888378611111112,5362.055725336075
